time_id,AIC,BIC,converged,stationary,alpha,beta,model
24014,-2.3252920014149936,2.6310594063004764,True,True,2.7237274081934405e-14,0.9922613096976224,"GJR-GARCH(1,1,1)-t"
24127,-8.971207328981393,-4.014855921265923,True,True,8.554773420678969e-17,0.7883510399948372,"GJR-GARCH(1,1,1)-t"
17193,-14.104263872245909,-9.147912464530439,True,True,0.0,0.9025849926949908,"GJR-GARCH(1,1,1)-t"
23144,-21.751063723661034,-16.794712315945564,True,True,0.16767264784745942,0.5682935142497404,"GJR-GARCH(1,1,1)-t"
30597,-8.56028659121538,-3.6039351834999103,True,True,3.185823775484665e-15,0.0,"GJR-GARCH(1,1,1)-t"
28963,-17.833949179598932,-12.877597771883462,True,True,0.0,0.2736693611578322,"GJR-GARCH(1,1,1)-t"
5101,-12.992100620680738,-8.035749212965268,True,True,3.855192986488975e-15,0.9642611778482301,"GJR-GARCH(1,1,1)-t"
9281,-11.281381130391992,-6.325029722676522,True,True,3.1057170525857813e-13,0.713139850870909,"GJR-GARCH(1,1,1)-t"
30023,-26.53539769781382,-21.57904629009835,True,True,1.2065349403641595e-15,0.3694133274794885,"GJR-GARCH(1,1,1)-t"
14279,-8.521895645722878,-3.5655442380074085,True,True,0.0,0.0,"GJR-GARCH(1,1,1)-t"
21834,-14.430835842458489,-9.474484434743019,True,True,1.1898588305188109e-11,0.9332596856629657,"GJR-GARCH(1,1,1)-t"
11325,-1.2558824735357685,3.7004689341797015,True,True,0.4969747859985907,1.8293150514565816e-16,"GJR-GARCH(1,1,1)-t"
2657,-10.844075085262958,-5.887723677547488,True,False,1.1016843358050458e-14,0.9999999999998783,"GJR-GARCH(1,1,1)-t"
1213,-17.764002034560747,-12.807650626845277,True,True,0.5147672288692826,3.727477513112948e-15,"GJR-GARCH(1,1,1)-t"
11056,-15.484484893321664,-10.528133485606194,True,False,0.4447002716836606,0.6170630834959894,"GJR-GARCH(1,1,1)-t"
20858,-28.547333529397093,-23.590982121681623,True,True,0.0,1.0486159412739206e-14,"GJR-GARCH(1,1,1)-t"
28354,-8.24565696515974,-3.289305557444269,True,True,9.009058257140939e-16,1.577851120734084e-15,"GJR-GARCH(1,1,1)-t"
18507,-8.05931950114741,-3.10296809343194,True,False,0.0,1.0,"GJR-GARCH(1,1,1)-t"
26475,-4.782391379840821,0.17396002787464937,True,True,1.419278672444955e-17,7.406778265141764e-18,"GJR-GARCH(1,1,1)-t"
27868,-11.283704185213548,-6.327352777498078,True,True,0.0,0.9397219994027034,"GJR-GARCH(1,1,1)-t"
17429,-20.44410691923627,-15.487755511520799,True,False,0.9885084889205743,0.2390843000739228,"GJR-GARCH(1,1,1)-t"
16374,-6.857794767414827,-1.901443359699357,True,True,9.940767213192562e-17,0.42314763778764447,"GJR-GARCH(1,1,1)-t"
7212,-16.27705789373241,-11.320706486016942,True,True,8.978455190036294e-16,0.6184535993943026,"GJR-GARCH(1,1,1)-t"
15418,-5.1800183074651045,-0.2236668997496345,True,True,0.0,0.0,"GJR-GARCH(1,1,1)-t"
19528,-20.996978844750068,-16.040627437034598,True,True,0.0,0.6277652799417011,"GJR-GARCH(1,1,1)-t"
21344,-4.897892940236041,0.05845846747942929,True,False,0.4259416495989061,0.7844140367177883,"GJR-GARCH(1,1,1)-t"
21391,-20.153637402648798,-15.197285994933328,True,True,7.592640675663191e-14,5.2706587786694516e-14,"GJR-GARCH(1,1,1)-t"
3955,-8.734550823983412,-3.7781994162679418,True,True,2.7142502537265687e-16,3.2291779523161865e-15,"GJR-GARCH(1,1,1)-t"
5020,-14.800512046406777,-9.844160638691307,True,False,0.3736750575834246,0.6475824286994986,"GJR-GARCH(1,1,1)-t"
31156,4.337781571528836,9.294132979244306,True,False,2.677043026532193e-09,0.9999999977739784,"GJR-GARCH(1,1,1)-t"
12348,-17.604859485586687,-12.648508077871217,True,True,1.82790971621427e-14,0.8744777049734941,"GJR-GARCH(1,1,1)-t"
31719,-18.34385076693969,-13.387499359224218,True,True,0.0,0.6557903249202153,"GJR-GARCH(1,1,1)-t"
31034,-17.34047092803725,-12.384119520321779,True,True,0.9988244726346756,1.2655619545606091e-13,"GJR-GARCH(1,1,1)-t"
6481,-7.152775683410013,-2.196424275694543,True,True,4.508497251200983e-16,7.968247374954969e-15,"GJR-GARCH(1,1,1)-t"
27168,-14.636351996157362,-9.680000588441892,True,False,6.1313682296784386e-15,0.9999999999999797,"GJR-GARCH(1,1,1)-t"
10689,-15.610910237957317,-10.654558830241847,True,True,0.17371798107839917,4.076702277555537e-16,"GJR-GARCH(1,1,1)-t"
10100,-22.465382641041494,-17.509031233326024,True,False,1.0,0.0,"GJR-GARCH(1,1,1)-t"
1948,-12.665420447617908,-7.709069039902438,True,True,1.691721409369542e-15,0.06596282067563251,"GJR-GARCH(1,1,1)-t"
16811,0.8644083797944866,5.820759787509957,True,True,0.2184274426622659,0.7482998962939462,"GJR-GARCH(1,1,1)-t"
17078,-12.483378954351114,-7.527027546635644,True,True,2.9511803426301994e-15,0.7113014610367594,"GJR-GARCH(1,1,1)-t"
13594,-5.950206344417481,-0.9938549367020109,True,True,0.23965390315155677,1.64752983067524e-15,"GJR-GARCH(1,1,1)-t"
15048,-16.960421210496165,-12.004069802780695,True,True,0.0,0.9893693499796361,"GJR-GARCH(1,1,1)-t"
4797,-27.653529056695746,-22.697177648980276,True,True,0.5396587715899448,1.9490784870911417e-16,"GJR-GARCH(1,1,1)-t"
17428,-2.7556699598322965,2.2006814478831735,True,True,1.7932883719974038e-12,0.7992247010316679,"GJR-GARCH(1,1,1)-t"
22678,-19.791782190753253,-14.835430783037783,True,True,0.0,0.0,"GJR-GARCH(1,1,1)-t"
11374,-26.046216383940838,-21.089864976225368,True,True,0.30504935348938916,5.29222130329773e-13,"GJR-GARCH(1,1,1)-t"
27095,-15.765430327577821,-10.809078919862351,True,True,3.1517619473669285e-10,0.698741301524655,"GJR-GARCH(1,1,1)-t"
26973,-11.364910237460403,-6.408558829744933,True,True,0.28084044240630557,2.871355970500109e-14,"GJR-GARCH(1,1,1)-t"
1292,-39.18386296221666,-34.22751155450119,True,True,0.031325841261035124,0.12591369116759213,"GJR-GARCH(1,1,1)-t"
3445,-8.890220877987684,-3.9338694702722137,True,False,0.9999999999617077,4.3077502960664473e-13,"GJR-GARCH(1,1,1)-t"
6274,-8.864698168285258,-3.9083467605697884,True,True,0.23225629734598705,0.5824154793411929,"GJR-GARCH(1,1,1)-t"
29149,7.996621795616166,12.952973203331636,True,True,5.974182268174495e-11,0.9747939081955247,"GJR-GARCH(1,1,1)-t"
16504,-0.6672890844512018,4.289062323264268,True,True,3.983287638050143e-17,0.7982895144208356,"GJR-GARCH(1,1,1)-t"
27890,-16.88434328691899,-11.927991879203521,True,False,2.8477134459236134e-15,0.9999999999999991,"GJR-GARCH(1,1,1)-t"
23337,-29.550111505477787,-24.593760097762317,True,True,2.8769923758814907e-09,0.9468656512254306,"GJR-GARCH(1,1,1)-t"
14416,-28.0526124153913,-23.09626100767583,True,True,0.5485571845557353,3.0550298184835473e-16,"GJR-GARCH(1,1,1)-t"
23202,-11.07056663703483,-6.11421522931936,True,True,0.0,0.6520091084252218,"GJR-GARCH(1,1,1)-t"
10708,2.9974338930906903,7.95378530080616,True,True,7.679121811513767e-14,0.9555772711991265,"GJR-GARCH(1,1,1)-t"
15907,-14.601759822255456,-9.645408414539986,True,True,4.630678232709488e-20,0.9010504010387047,"GJR-GARCH(1,1,1)-t"
16877,-15.741958895158799,-10.785607487443329,True,False,0.9999999999999998,4.7065127410018497e-17,"GJR-GARCH(1,1,1)-t"
29871,1414.6533465545724,1419.6096979622878,True,False,0.9996214240687284,0.0,"GJR-GARCH(1,1,1)-t"
3457,-3.5669544346036837,1.3893969731117863,True,True,0.0,1.1120894426456093e-16,"GJR-GARCH(1,1,1)-t"
3721,-13.399574292177189,-8.443222884461719,True,True,1.6126540185197847e-16,0.03750486798893579,"GJR-GARCH(1,1,1)-t"
21718,-12.756302607344619,-7.799951199629149,True,True,6.185698226826006e-12,9.155376644216872e-15,"GJR-GARCH(1,1,1)-t"
23751,-1.116904493934456,3.839446913781014,True,False,0.9999999999999999,0.28079790963210116,"GJR-GARCH(1,1,1)-t"
23312,0.35304408650704744,5.309395494222517,True,True,2.2695273730823354e-19,5.844181768349337e-17,"GJR-GARCH(1,1,1)-t"
13980,5.128439967156547,10.084791374872017,True,False,0.0,0.9999999999999996,"GJR-GARCH(1,1,1)-t"
7418,-11.93938003460627,-6.9830286268908,True,True,0.2695854373616025,0.09729882701858399,"GJR-GARCH(1,1,1)-t"
17617,6.522907060743595,11.479258468459065,True,True,0.36799611149393063,4.0031133148820286e-16,"GJR-GARCH(1,1,1)-t"
22548,-14.240358137984234,-9.284006730268764,True,False,1.0,0.24395194956650842,"GJR-GARCH(1,1,1)-t"
5392,-18.549703925393985,-13.593352517678515,True,True,1.9052565680634304e-14,0.9872918600756446,"GJR-GARCH(1,1,1)-t"
10745,-6.759442019583268,-1.8030906118677983,True,True,1.0583999170299947e-16,0.5357197941356429,"GJR-GARCH(1,1,1)-t"
27962,-14.157730485080503,-9.201379077365033,True,True,2.3474932055185374e-12,0.9693448678757276,"GJR-GARCH(1,1,1)-t"
19472,-16.46952012320245,-11.51316871548698,True,True,2.0821383069921887e-18,0.1290298874091261,"GJR-GARCH(1,1,1)-t"
26788,-14.949920838738862,-9.993569431023392,True,True,0.0,0.8101958017536413,"GJR-GARCH(1,1,1)-t"
24879,-9.162532619355233,-4.2061812116397626,True,True,2.2757740202794245e-16,0.9532713692954602,"GJR-GARCH(1,1,1)-t"
6693,-12.421622659060546,-7.465271251345076,True,True,0.0,0.0,"GJR-GARCH(1,1,1)-t"
20326,4.345453116977655,9.301804524693125,True,True,0.0,0.5339997489130158,"GJR-GARCH(1,1,1)-t"
11351,0.4387057237459384,5.395057131461408,True,False,3.022666823027921e-14,1.0,"GJR-GARCH(1,1,1)-t"
