time_id,AIC,BIC,converged,quality_ok,gamma,delta,beta
5,11.242819822680001,16.907221431497682,True,True,0.9315510670507369,1.1527911685673784,0.15142172780478869
11,-6.215716319354939,-0.5513147105372589,True,True,-3.185819548897466,-4.902160882068647,0.08438327383528442
16,182.1869643586602,187.85136596747788,True,False,,,
31,-13.584744294403137,-7.920342685585457,True,True,0.21065933491008348,-1.1820983835898724,0.07338961685349807
62,-1.3806694103067834,4.283732198510897,True,True,-0.20805169701085394,-1.124917154816789,0.37803414404967844
72,33.12014579361616,38.784547402433844,True,True,2.858987148785295,-0.1245440309402603,0.09345049872335662
97,3617754.3635400133,3617760.0279416223,True,False,,,
103,18.077209582507393,23.741611191325077,True,True,-3.1220903361757046,0.6605295278031166,0.026836740736486116
109,,,False,False,,,
123,31.739720627178052,37.404122235995736,True,True,-3.6789844436507324,-4.499964252391679,0.9052772111545342
128,2.812872744776165,8.477274353593845,True,True,-2.5357112594805504,0.16100846066663754,0.1760084759277415
146,19.92351570318694,25.58791731200462,True,True,0.30194757495698205,4.222246267950655,2.5784795435117373e-10
147,,,False,False,,,
152,,,False,False,,,
157,36.36963549928446,42.03403710810214,True,True,1.2744077691584863,2.1337287873253414,0.25385014096732017
159,2.4567936639600774,8.121195272777758,True,True,-1.1116559275874776,-2.7755151441336725,0.3908113596881545
169,-7.814631784827682,-2.1502301760100018,True,True,2.230251041476682,-1.4616492750217585,0.0
207,27.38760250923236,33.052004118050036,True,True,-2.3146874012854615,-1.6420745648013724,0.22248554269449236
211,2.781437882952936,8.445839491770617,True,True,1.8618252705592593,-3.154839635892813,0.11441224783832414
213,-1.9430672923113548,3.7213343165063257,True,True,0.5571949045628974,-4.382847846350049,0.12124042235631517
218,,,False,False,,,
227,448.613184904904,454.2775865137217,True,False,,,
229,-18.840526925611996,-13.176125316794316,True,True,0.9683604465110663,-0.1129615218593324,0.3440062104662504
232,-3.550638826960199,2.1137627818574813,True,True,-0.48054883892095585,0.23686390214050682,0.1461326113701151
250,-31.552897982752825,-25.888496373935144,True,True,-0.6779975938901344,2.622992951609377,0.1380095884788497
254,32.58513385512701,38.249535463944696,True,True,-1.4802633576524873,-0.39605248640344687,9.963244909728285e-14
256,1.4004810944944133,7.064882703312094,True,True,2.056853361550969,0.40955743523530547,0.7263492584857413
266,,,False,False,,,
273,,,False,False,,,
289,26.429627439542116,32.0940290483598,True,True,-1.1074987466764128,-0.5681382679478478,0.0011469727433392474
297,-17.854147309837288,-12.189745701019607,True,True,2.821475523176834,-0.2293817715768284,0.10594901119307798
303,292.0482160674876,297.7126176763053,True,False,,,
309,14.44230658934245,20.10670819816013,True,True,2.701180886927383,-0.7598994435982289,0.027732037113986904
310,29.607833140032742,35.27223474885042,True,True,2.127716134865612,1.1061071159244287,2.0854355717763612e-05
317,190.67542870474628,196.33983031356397,True,False,,,
319,-6.456225284092209,-0.7918236752745287,True,True,-1.6266325323540214,3.296999107127823,0.15583932551103533
325,124.43503010173045,130.09943171054812,True,False,,,
326,17.690325803617807,23.354727412435487,True,True,-3.5039771716515826,2.5589072502831125,2.2395470820525544e-09
335,-8.16018085109544,-2.4957792422777594,True,True,3.2009086954171693,-2.852040152993938,0.11256773275491355
337,5.822747321577438,11.487148930395119,True,False,,,
358,22.300480968042223,27.9648825768599,True,True,-0.9933823786344096,-1.2860875904816362,0.2603063932236417
371,-1.200131242449892,4.4642703663677885,True,False,,,
373,-25.356774461228397,-19.692372852410717,True,True,3.413494939976021,0.4853216537423265,0.0782472552361946
380,-4.021465364919852,1.6429362438978288,True,True,0.6511326016439118,-2.945179349355337,0.13983866926406244
381,-1.5715207326123384,4.092880876205342,True,False,,,
411,-8.570660917140554,-2.9062593083228734,True,False,,,
420,19.947807603640328,25.612209212458005,True,True,1.7772019426906618,-2.723261481797214,0.025040342199624057
424,3.1344746683339366,8.798876277151617,True,True,-3.0187885051253733,-0.876983121311308,1.7024449885991786e-08
427,123.35927081662545,129.02367242544312,True,False,,,
436,3.524852144301237,9.189253753118917,True,True,-0.41309328455118066,1.2260843009148785,0.471150831118685
