time_id,AIC,BIC,converged,quality_ok,gamma,delta,beta
11487,146.58636760260137,152.25076921141905,True,False,,,
27627,,,False,False,,,
20078,221.29070710191917,226.95510871073685,True,False,,,
19033,-43.89022174273898,-38.2258201339213,True,True,-4.012598728567704,1.4141355240338132,0.1360739547328295
27363,-22.654968518929692,-16.990566910112012,True,True,3.0260049140300875,1.660743960213286,0.007091225348800175
29480,-30.056503605342115,-24.392101996524435,True,True,-1.9556975693381715,1.0375757536994477,0.4062179382689049
3046,-35.27594491567211,-29.611543306854433,True,True,2.418858260403307,-0.5027363957517476,1.2515982520843052e-05
4707,-24.244411429477104,-18.580009820659424,True,True,-0.6338102073651408,0.1655582618948065,0.008669935914239917
19495,-53.46253718353208,-47.798135574714394,True,True,-0.2660664176314273,0.8104218733088974,0.239093132842806
24989,-27.446190204213416,-21.781788595395735,True,True,3.474827454067535,-1.728035795069424,0.3593687976145015
6274,-34.06566374480319,-28.401262135985508,True,True,-0.9031458823687387,-1.5793863231238745,0.3420170248354089
2293,-30.33412803381782,-24.66972642500014,True,True,-0.7380524201206384,0.8661895872409935,0.052927128745368
26841,-57.44160398616884,-51.77720237735116,True,True,-2.155481530562328,-2.1990231432964285,5.177026869269637e-09
24766,-40.64474275814026,-34.980341149322584,True,True,0.5937941611178758,-2.703705445132025,0.3496111744335977
16500,-41.70960728608688,-36.045205677269195,True,True,0.829373491523783,-2.136497578845514,0.0013310275221586607
20453,-56.684075407079206,-51.01967379826152,True,True,-3.180495744294278,-0.36860627797532447,6.953274492367308e-10
13451,,,False,False,,,
16312,183.20707345523618,188.87147506405387,True,False,,,
6217,-9.248177741918617,-3.583776133100937,True,True,-0.3350967294117763,-1.2066821770507548,0.05490538123811248
5831,-55.69424688033068,-50.029845271513,True,True,-1.0272850916233573,0.9068321130900167,6.47836427381724e-15
21533,-15.858820422941886,-10.194418814124205,True,True,-0.7378799450974836,0.5623678865271255,0.007109801875115842
30383,-21.222247850679942,-15.557846241862261,True,True,0.7535097680425066,-0.5039205358583457,0.3156430055274352
3622,154.85782631203097,160.52222792084865,True,False,,,
8196,-28.129536180117796,-22.465134571300116,True,True,0.6055110135263166,1.0095518608931198,3.219618851236718e-16
6082,-34.85208405842067,-29.187682449602992,True,True,-0.3478397477377467,-0.617533100863982,0.19165302359639877
31214,-39.47021271546661,-33.80581110664893,True,True,-0.2072300682144752,0.5388909335160157,0.043928264430698215
22884,-34.89678812822565,-29.23238651940797,True,True,0.7732889547975059,-0.8284395030070287,0.07533972753534472
12135,-46.04934034927284,-40.384938740455155,True,True,2.245658168295564,-0.920457082019065,0.6548241636006903
11363,-14.310344630805346,-8.645943021987666,True,True,-1.9063837866140063,-1.2218747161635157,0.2669337000795722
22627,-28.499471911260443,-22.835070302442762,True,True,2.4493921837648474,1.8898684086749913,0.0003996931729350069
27247,-28.560305524655867,-22.895903915838186,True,True,0.5012701276294707,-1.6940585663478152,8.614186921337811e-16
2183,,,False,False,,,
7122,-25.47242333646608,-19.8080217276484,True,True,0.6898080764932171,1.7698188618502815,0.0
