time_id,intercept,beta_daily,beta_weekly,beta_monthly,r2,model
7677,0.0003612936457235353,-0.1464434322560253,3.1883134029875855,-6.453099889733392,0.3662728611873979,HAR-RV (OLS)
8196,0.00016827021489918266,-0.053516535280557574,0.07070922919798245,-0.4351374426976541,0.022277129162641796,HAR-RV (OLS)
12135,0.00019027850203903678,0.008829560934500751,1.1809223068528585,-1.2698748652986684,0.1603364565007096,HAR-RV (OLS)
15846,7.850582498663248e-05,0.23561069066122906,-0.7538852949176873,0.7880149242785383,0.08267808158179979,HAR-RV (OLS)
24341,0.00034059761674313095,0.258698432867145,1.9960258287359072,-3.7715646801867972,0.2814615782993989,HAR-RV (OLS)
1249,0.0002236210635354213,-0.10580296826509476,0.5782899699532594,-0.8104970815542634,0.06578638058202235,HAR-RV (OLS)
29494,0.0001618819561241557,-0.4393622321400537,0.338000158459958,-0.06668262456979551,0.15726103031660488,HAR-RV (OLS)
5831,0.00047993515237877997,-0.05739286614600789,1.472988256840391,-3.377749294945553,0.032552132317739346,HAR-RV (OLS)
23708,0.0005810674163333394,0.5935641288668432,-1.8514455735114845,-0.7924381531072,0.5392329413560948,HAR-RV (OLS)
17670,0.000252473006714591,0.09588114461964697,2.2969796174276595,-4.903069077803744,0.20541485828717043,HAR-RV (OLS)
25163,0.0005318617326637511,0.28320307815377777,1.3680955941237734,-3.6578111603960406,0.4261034626827632,HAR-RV (OLS)
13473,0.0001961146395745395,0.429515812915419,-0.40491753777181094,-0.8677426227971208,0.2106196666072957,HAR-RV (OLS)
2929,6.133814554065193e-06,-0.2742152010570591,0.47337920264667754,0.6013626824876444,0.08906176985339531,HAR-RV (OLS)
24705,0.00014067692219630297,0.5190266012383183,2.006240102639627,-3.510793527652887,0.4796879782234602,HAR-RV (OLS)
30866,7.423299035873635e-05,-0.08113477969694202,-0.9339075386914197,1.4221200549008775,0.05085391284974905,HAR-RV (OLS)
18447,0.0005060183995284119,0.31361135640125887,-0.31654390293996437,-2.195546395133613,0.2528091195239712,HAR-RV (OLS)
18629,0.00045517692865039243,0.029692682895646496,1.0139149552298563,-2.735201757127556,0.0993405110089789,HAR-RV (OLS)
11886,0.00013375187596992175,0.4132046710320719,-0.34498318525494276,-0.5704326422202872,0.19347952235183197,HAR-RV (OLS)
25015,0.0006733080700743776,-0.197194542344048,4.870332357240857,-8.776540772249497,0.32837728973624736,HAR-RV (OLS)
19554,0.00014266067668199973,0.4936970599054719,-0.09069212412956484,-0.9478784117374388,0.26168623929090706,HAR-RV (OLS)
25331,0.000873295375051687,0.4183693742740913,1.7158325054819192,-3.6871741865324172,0.25544567583201105,HAR-RV (OLS)
21243,0.0006132648871863928,0.18252536225216118,1.992744672134323,-4.368620829754693,0.0922641612876709,HAR-RV (OLS)
14733,0.0006295792164680203,0.12576629339765324,3.2755065243553716,-5.818606429099312,0.2717569920708627,HAR-RV (OLS)
11981,0.00018741726075328078,-0.16849403571146757,-0.5109824904330181,0.658993869345953,0.03185872194914818,HAR-RV (OLS)
8974,0.00014640823186156914,-0.2269720538014959,0.5736067017935438,-0.14754607930999586,0.08204465365869074,HAR-RV (OLS)
13160,0.0005838468958600544,0.07961663190801213,1.0273481740147619,-3.25304816792826,0.14896595495995668,HAR-RV (OLS)
27403,0.00020147092391499543,-0.6882972138746691,-0.6046286480606581,0.8768675372365692,0.4539247589369736,HAR-RV (OLS)
