time_id,AIC,BIC,converged,stationary,alpha,beta,model
27181,-31.1498234309735,-26.19347202325803,True,True,0.20408463885686587,7.983176683221233e-15,"GJR-GARCH(1,1,1)-t"
22903,-4.660582878141632,0.2957685295738379,True,True,0.0,0.972102261776957,"GJR-GARCH(1,1,1)-t"
16594,-23.01966248247004,-18.06331107475457,True,False,0.9999999999999069,7.090492600384168e-14,"GJR-GARCH(1,1,1)-t"
9021,-15.154588448394321,-10.198237040678851,True,True,2.0255786991494443e-19,0.4220696778508989,"GJR-GARCH(1,1,1)-t"
17193,-24.34160806223057,-19.3852566545151,True,True,0.0,0.6910443801107414,"GJR-GARCH(1,1,1)-t"
31471,-19.837415364803554,-14.881063957088084,True,True,2.6441949235095386e-13,0.8712347920044616,"GJR-GARCH(1,1,1)-t"
3465,-19.449986213822804,-14.493634806107334,True,True,6.1359313701431176e-15,0.6095240014611619,"GJR-GARCH(1,1,1)-t"
30597,-24.782701429108783,-19.826350021393313,True,True,5.15470123823795e-10,4.4997790864631535e-08,"GJR-GARCH(1,1,1)-t"
1205,-23.515255647826763,-18.558904240111293,True,False,1.0,2.9930632432606326e-16,"GJR-GARCH(1,1,1)-t"
24010,-29.045896103474497,-24.089544695759027,True,True,0.0,0.8471850179626238,"GJR-GARCH(1,1,1)-t"
11886,-37.63844558938763,-32.682094181672156,True,True,0.6175989364185328,0.0,"GJR-GARCH(1,1,1)-t"
16823,-23.510648006925585,-18.554296599210115,True,True,3.770099553503456e-17,1.5351590311251599e-15,"GJR-GARCH(1,1,1)-t"
8196,-40.337761394022955,-35.38140998630749,True,True,0.0,0.9755804061743989,"GJR-GARCH(1,1,1)-t"
27042,2.074806642230552,7.031158049946022,True,True,0.0,0.526515286122879,"GJR-GARCH(1,1,1)-t"
14769,-20.57632196544484,-15.61997055772937,True,False,3.947037376161295e-19,1.0,"GJR-GARCH(1,1,1)-t"
13217,-40.88114658486422,-35.92479517714875,True,True,0.1275979940175576,0.7460174413565206,"GJR-GARCH(1,1,1)-t"
29494,-35.14040323711932,-30.184051829403852,True,True,2.223430672429113e-13,0.9784248783484881,"GJR-GARCH(1,1,1)-t"
9352,-18.02344774385368,-13.06709633613821,True,False,0.0,1.0,"GJR-GARCH(1,1,1)-t"
