time_id,AIC,BIC,converged,quality_ok,gamma,delta,beta
9846,-13.153388944754312,-7.488987335936631,True,True,1.7429488320267355,-1.6793490370638315,0.652580502862683
8747,-33.9062517157666,-28.24185010694892,True,True,1.7186958859441024,-0.8549747025273672,0.38575605040278227
22076,-33.09927301150307,-27.434871402685392,True,True,0.43166839525668765,-0.5612691803203198,0.15598968203844216
25265,-37.70556069207637,-32.04115908325869,True,True,0.5363096424108044,-3.594858379583093,0.8615177750342617
6324,-40.65529349522289,-34.99089188640521,True,True,1.4780990394960178,1.9318004843909926,4.8048405643733715e-19
12395,-40.861733314022835,-35.19733170520516,True,True,-2.1258066998965073,-1.2843004070918889,0.235927180248557
9381,-30.23635677052426,-24.57195516170658,True,True,-2.917031960596553,-0.2629754469503406,0.14373823087379115
6434,-22.47002943043529,-16.80562782161761,True,True,-0.7608326281343247,0.4374331263622634,0.0
23708,,,False,False,,,
27181,-25.431665100898485,-19.767263492080804,True,True,-0.8148939733435648,-0.7403884338297304,0.2182044854712562
30232,151.96685726719477,157.63125887601245,True,False,,,
30896,-17.732501844456884,-12.068100235639204,True,True,-0.2936104268571914,-0.014734136341412813,0.06336030529358325
1712,170.11322290819507,175.77762451701275,True,False,,,
10840,-27.678616756967287,-22.014215148149606,True,True,-3.2936277125543127,0.8757897102637158,1.7069384491142255e-09
17161,-38.27105272603627,-32.60665111721859,True,True,-0.5209103586214775,0.6358645905653529,0.03824137238751216
17670,-33.40001298238675,-27.735611373569068,True,True,0.7461421478597716,0.29688284295820744,0.03294133549448448
18447,-33.337015324685645,-27.672613715867964,True,True,-0.3910868815638374,-1.1558764326992126,0.9208302852971539
6410,-33.03698286184029,-27.372581253022613,True,True,0.180838895624424,0.12148878293544028,0.24210490610521948
11987,-43.33704141208611,-37.672639803268424,True,True,-0.5565250280788481,0.4931661392877281,0.14089853108933595
6909,,,False,False,,,
15010,,,False,False,,,
22877,,,False,False,,,
21716,-34.567882000179175,-28.903480391361494,True,True,0.12692238976899484,-1.1092119465380823,0.5851046383923736
