time_id,AIC,BIC,converged,quality_ok,gamma,delta,beta
5,12.262445513289611,17.92684712210729,True,True,0.23864938814924055,-0.2907678570316434,0.6095010075039119
11,-9.915332213980253,-4.250930605162573,True,True,1.7902166418521273,2.2374815005577147,2.404474975009052e-18
16,-7.820929220147249,-2.156527611329569,True,True,-1.288902164162526,-0.5061785698884071,0.2623919916209512
31,19.679447672790445,25.343849281608126,True,False,,,
62,-4.392170518348781,1.2722310904688996,True,True,-1.9761196117561837,1.4364752721384322,0.0
72,12.53336995115259,18.19777155997027,True,True,2.4546307303776222,-1.418734931929522,0.02845144477872293
97,210.09758752203408,215.76198913085176,True,False,,,
103,1.1901335881199877,6.854535196937668,True,True,-1.081958969099267,-1.4909037194681547,0.24682066790820487
109,-15.924926587201337,-10.260524978383657,True,False,,,
123,21.188461052631386,26.852862661449066,True,True,-0.963737552329241,0.01760023300841614,0.2724612280354774
128,51.52506850726673,57.18947011608441,True,True,-2.563567983366466,-1.1205516182402706,0.031200481671135673
146,12.695429978372239,18.35983158718992,True,True,0.5361521594569182,0.8613707561319026,0.09066485332159567
147,-9.616520316228545,-3.9521187074108646,True,False,,,
152,7.359658584521375,13.024060193339055,True,False,,,
157,21.770120362212257,27.434521971029938,True,True,-0.22348705241827158,1.9502762863820415,0.0811448077416018
159,-1.968071797362935,3.6963298114547456,True,True,0.35451723477786734,-0.45678870450337017,4.9802785914787604e-18
169,,,False,False,,,
207,,,False,False,,,
211,180.1520059580485,185.8164075668662,True,False,,,
213,-18.32549716072596,-12.661095551908279,True,True,-0.29276597460780784,4.678932328105507,0.46924357223928
218,-19.8748834825104,-14.210481873692718,True,True,-4.303919207312272,3.9624697856952884,0.14041710004761518
227,1.6807360839729064,7.345137692790587,True,False,,,
229,-16.963416865148183,-11.299015256330502,True,True,0.39528350060953144,-1.1491107841094041,0.6401817063195646
232,-6.981305714873244,-1.3169041060555635,True,True,-1.5200008607344455,1.3754928515134133,0.061752533531508565
250,,,False,False,,,
254,219.48889412800222,225.1532957368199,True,False,,,
256,4.063998666425356,9.728400275243036,True,True,-0.08015317637984214,1.4368197638906681,6.353529456175576e-16
266,2.022468349913458,7.686869958731139,True,True,2.5019043019937586,2.0774634627804454,0.4024536272215514
273,-15.577072712151978,-9.912671103334297,True,True,2.5880472787153526,-0.5393829050415504,0.01508754206314178
289,-13.40812238258447,-7.743720773766789,True,True,-2.122818696079586,1.158406249512611,0.20411463772084298
297,-24.789272254741014,-19.124870645923334,True,True,1.7370041311360993,2.500454770187877,0.02344096816845468
303,4.117948617994291,9.782350226811971,True,True,0.21445403948167607,-4.508603996028157,0.16116901427096014
309,11.585238342948884,17.249639951766564,True,True,-0.5843404406712449,-0.5771928881424617,1.4162413278693368e-17
310,28.360298228497285,34.02469983731497,True,True,0.13738767758056433,-1.0980535934422428,0.08955286489071002
317,1.9020280907375362,7.566429699555217,True,True,-0.7313560065323101,0.6323648627592294,0.0
319,-12.495778405885435,-6.831376797067755,True,True,-1.464645360841364,0.447422026906408,0.0851800834892526
325,8.887690438186254,14.552092047003935,True,True,0.2704076910324722,4.222474640108793,0.01982454995604603
326,6.159363441157582,11.823765049975263,True,True,1.451766917420357,4.819915362997288,0.06048178337018191
335,-19.053250306663287,-13.388848697845606,True,True,-4.05024329747061,4.030597221397591,0.2501309897789486
337,-24.274261352064684,-18.609859743247004,True,True,-1.474535377530232,-1.449634247582877,0.018462977200351324
358,224.34931068320137,230.01371229201905,True,False,,,
371,16.72570040940442,22.3901020182221,True,True,2.3868927117785605,-2.507933008071005,0.15178557066265938
373,8.481050376607442,14.145451985425122,True,True,0.960283316449569,1.5324186493128242,0.17447191983191881
380,20.297855335544,25.962256944361677,True,True,-0.32282590559573077,-0.46137325252808037,0.5636412051509491
381,6.513877431794622,12.178279040612303,True,True,0.4742699195059248,-1.464867526339643,0.115065490128979
411,183.0827231011401,188.74712470995777,True,False,,,
420,23.65795874327284,29.32236035209052,True,True,0.6498735056781506,-1.3379199599017313,3.577215206284233e-18
424,1.758754383378843,7.423155992196524,True,True,3.70168386159375,-0.8553614685039843,1.2027485955631318e-05
427,33.2889491019754,38.953350710793075,True,True,-1.3010699206942193,-2.4319809330661157,0.0840733268412052
436,11.543244435487889,17.20764604430557,True,True,-0.9337095137848511,0.48959758944931525,0.09641405253877314
438,,,False,False,,,
454,-14.47809752784812,-8.81369591903044,True,True,-2.168208969254483,2.476340454589105,3.606069167882462e-17
465,6.49827485100313,12.16267645982081,True,True,-0.19256194800085177,0.5535212979700652,0.7822625059256874
468,-12.292070432420946,-6.6276688236032655,True,True,-0.910258310898202,-1.2610247998012174,0.36245853824955504
487,-5.961755666003356,-0.2973540571856752,True,True,-2.6158407088340354,-0.03096145106005418,0.179061749761491
493,9.288675583692193,14.953077192509873,True,True,-1.6558117617541126,-1.1962979735871166,0.04552826071146737
506,,,False,False,,,
535,-2.019686303842189,3.6447153049754917,True,True,-2.0687231809880453,-3.5264926682508513,0.2456940591958411
536,216.67250115431906,222.33690276313675,True,False,,,
539,,,False,False,,,
545,-13.053034828460177,-7.388633219642497,True,True,-0.8231120074506886,-2.955884587101481,0.13524916797142125
