time_id,AIC,BIC,converged,quality_ok,gamma,delta,beta
5,11.56115482150371,17.22555643032139,True,True,-0.7469623860884955,-4.318100737596711,0.037361993094217366
11,-7.066450782589644,-1.4020491737719638,True,True,-2.1358671516216696,-1.0764306293822363,2.057147535289872e-06
16,-14.733663261093945,-9.069261652276264,True,True,-0.419690842690576,0.7192958018860842,0.08417255833178555
31,179.97301014226676,185.63741175108444,True,False,,,
62,-15.851446268797417,-10.187044659979737,True,True,0.25799529530336,2.1240423861122393,0.0635258772702343
72,55.639259505929076,61.30366111474676,True,True,2.3387435789701283,-0.03409241226574588,0.5831042860841783
97,197.55689959035058,203.22130119916827,True,False,,,
103,4.4241273431099035,10.088528951927584,True,True,0.2088971631771759,2.0443521849210446,0.22077549412090755
109,-19.51419320481247,-13.849791595994791,True,False,,,
123,-3.333687081337974,2.3307145274797065,True,True,0.426992941170497,-0.5242235413901882,0.46704748156322584
128,-5.429701420756601,0.23470018806107973,True,True,-0.10692640058605812,-1.722110598136388,0.1635922528127567
146,,,False,False,,,
147,-45.92464811693742,-40.260246508119735,True,True,-2.2518114538702316,-2.1379524308966245,0.0
152,16.849982205071186,22.514383813888866,True,True,1.6914191875299789,-2.625707766257313,0.29349229800513776
157,19.269663177891562,24.934064786709243,True,True,-1.40737114427821,-1.717139294287332,0.19597230917255762
159,-13.739497571631698,-8.075095962814018,True,True,-0.15730475327685037,-2.780924400270153,0.09601206114597302
169,13.241640086249273,18.906041695066953,True,True,-0.33655241511566336,-0.8007334646970414,0.6813370692801175
207,18.75341762089172,24.4178192297094,True,True,-2.0406087113059734,1.8580871927702303,0.04997673405257974
211,-28.85684725704732,-23.19244564822964,True,True,-0.8064495193447917,-1.8737071710742854,0.11249089969409101
213,193.3396540497954,199.00405565861308,True,False,,,
218,35.6141576037032,41.278559212520875,True,True,-1.7393402904350816,-2.2497724857149137,0.6994879406546471
227,-7.545418659549675,-1.8810170507319945,True,True,2.114913764822521,2.364454296135502,0.010114110498857009
229,162.27471410805316,167.93911571687084,True,False,,,
232,7.164530591141917,12.828932199959597,True,True,-0.2348636223372281,1.2312404660067526,0.059823788109680254
250,183.53344967688517,189.19785128570285,True,False,,,
254,,,False,False,,,
256,3.00949997401262,8.6739015828303,True,True,-1.13007110751184,-2.2500726553283434,0.11425634660441826
266,2.888565283415854,8.552966892233535,True,True,-1.1387329915891422,4.732703451899841,0.009191089820462682
273,-12.824991413517328,-7.160589804699647,True,True,-0.1993308477914704,-1.4178017099456308,0.1314278873958858
289,7.3934614590674546,13.057863067885135,True,True,-0.18367574497425984,-1.825771682861345,0.4019582480455582
297,-10.14326807044013,-4.478866461622449,True,True,1.0157974663782081,-1.476794922371927,0.11137019017366208
303,105.17633174948725,110.84073335830493,True,False,,,
309,142.55980291703466,148.22420452585234,True,False,,,
310,19.57429169079689,25.23869329961457,True,True,-0.8921975354406134,-0.7908083773633748,0.0715895731866194
317,-21.28149023901838,-15.617088630200701,True,True,-0.20088587670563135,2.2269796450557333,0.15641770486769263
319,189.51770497604537,195.18210658486305,True,False,,,
325,187.1298905034864,192.79429211230408,True,False,,,
326,224.37095982839847,230.03536143721615,True,False,,,
335,-5.518392959873658,0.1460086489440222,True,True,0.4866630308291752,-2.57271906325046,0.24671512229094342
337,-9.194281121902403,-3.5298795130847225,True,True,0.06254816164163697,0.004520091143325838,0.5382419577854519
358,13.034883407822711,18.699285016640392,True,True,1.811122023956257,-4.513539450765211,0.17673287577935187
371,6.395528516325832,12.059930125143513,True,True,-1.8226992082551976,0.4697510287527359,0.25499103019701364
373,34.660312434863116,40.3247140436808,True,False,,,
380,16.523273623445235,22.187675232262915,True,True,-1.0135914492421958,1.4885852517214122,0.02143570978536619
381,,,False,False,,,
411,9.946190235138902,15.610591843956582,True,True,1.0024725313839458,0.4997919526940696,0.0011299276587963404
420,15.634000652721955,21.298402261539636,True,True,-1.4077851519111115,3.553896804293323,9.774782702485519e-17
424,15.14485245222993,20.80925406104761,True,True,0.27223014716827765,-1.1190434842659291,0.06024814506490495
427,29.036814211641026,34.70121582045871,True,True,-1.0244334493369693,2.2170829263474654,3.473970503879122e-18
436,-16.651584929271387,-10.987183320453706,True,True,1.2864745911156081,4.461202748053385,0.11433219898498835
438,7.744019226478523,13.408420835296203,True,True,-0.6951506898832562,-4.349625373015023,0.7150362975651908
454,-17.925988085180883,-12.261586476363203,True,False,,,
465,-28.475612103357086,-22.811210494539406,True,False,,,
468,10.233087531745678,15.897489140563358,True,True,-1.8913695881447816,0.05872649751205941,0.0004985328681574634
487,1955.935710188417,1961.6001117972346,True,False,,,
493,-18.72617983641441,-13.06177822759673,True,True,-2.7893145857004296,2.937115825094965,2.0720360074544023e-18
506,-7.183040981368727,-1.5186393725510463,True,False,,,
535,140.4112364657997,146.0756380746174,True,False,,,
536,20.244195852880974,25.908597461698655,True,True,1.6148997670295746,-2.274513458739263,0.7133762803865744
539,-2.720296459264979,2.9441051495527013,True,True,-0.19064509311915637,3.5573608867846334,0.5471525039815514
545,-15.498818268212467,-9.834416659394787,True,True,0.3257550906780286,0.06813136385078958,5.164093440609899e-08
554,,,False,False,,,
568,-0.25756128883135077,5.40684031998633,True,True,0.2277656911173566,-0.4040289192495982,0.1031668355227542
579,193.79263840609556,199.45704001491325,True,False,,,
589,180.49418370121347,186.15858531003116,True,False,,,
591,-12.214651751308914,-6.550250142491233,True,True,3.175370492285978,-2.970340254067135,2.2861040735685453e-06
595,,,False,False,,,
611,6.911550722135919,12.5759523309536,True,False,,,
618,-9.905061053730861,-4.240659444913181,True,True,2.36103859942381,1.8500355665086867,0.46959434245361825
627,-44.12560118809239,-38.461199579274705,True,False,,,
633,28.76553243063251,34.42993403945019,True,False,,,
640,198.26777410549505,203.93217571431273,True,False,,,
646,-17.067791990118742,-11.403390381301062,True,True,2.299509738842099,-1.2335411605986415,0.03324555657456242
650,0.304862011950517,5.9692636207681975,True,True,1.0654536552005294,-0.6930421439524934,0.13802577071443076
652,-12.008522005898804,-6.344120397081124,True,True,-0.7721619538429786,-4.073855772409847,0.46870818732661
659,,,False,False,,,
675,6.0873427884263585,11.751744397244039,True,True,-0.5899581784668416,-2.871050429004939,0.37971851569071
697,-11.050825486518107,-5.386423877700427,True,True,0.6957771665534896,2.7738416394787784,0.17820790862742475
709,29.36375682336135,35.028158432179026,True,True,0.26314187242995596,1.640773643434153,0.021459899347252943
725,14.902700689060909,20.567102297878588,True,True,-0.31978566253182816,0.22322204412005534,0.0
728,12.670636868169499,18.33503847698718,True,True,0.5963867261043493,2.342827460246134,0.032785316671748485
735,206.9090070566062,212.5734086654239,True,False,,,
745,-16.1004487855457,-10.436047176728021,True,True,1.7502746316682192,3.3637410698752923,0.4654040033134452
746,-16.487244068318134,-10.822842459500453,True,True,-2.9229510246303816,0.9453555369678422,0.10943728421700463
748,16.519956396355216,22.184358005172896,True,True,1.4508376796713927,-0.3365031290249679,0.12239284352360237
753,45.93439487806168,51.598796486879365,True,False,,,
785,,,False,False,,,
817,0.6164258966293072,6.280827505446988,True,False,,,
840,148.52191870773206,154.18632031654974,True,True,3.725437070045926,-3.0915484664115853,0.20246636776741034
